Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
585,CA-2018-145233,2018-12-01,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783
586,CA-2018-145233,2018-12-01,05/12/2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219.0,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368
589,US-2017-156986,2017-03-20,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784
590,US-2017-156986,2017-03-20,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736
591,US-2017-156986,2017-03-20,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821
592,US-2017-156986,2017-03-20,24/03/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368
599,CA-2017-120180,2017-07-14,16/07/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632
600,US-2017-100720,2017-07-16,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982
601,US-2017-100720,2017-07-16,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376
602,US-2017-100720,2017-07-16,21/07/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84
611,CA-2017-161816,2017-04-28,01/05/2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217.0,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576
612,CA-2017-161816,2017-04-28,01/05/2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712
613,CA-2017-121223,2017-09-11,13/09/2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448
614,CA-2017-121223,2017-09-11,13/09/2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946
615,CA-2018-138611,2018-11-14,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94
616,CA-2018-138611,2018-11-14,17/11/2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123.0,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648
617,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48
618,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94
619,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424
620,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91
621,CA-2018-117947,2018-08-18,23/08/2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02
627,CA-2018-163020,2018-09-15,19/09/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56
628,CA-2018-153787,2018-05-19,23/05/2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115.0,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16
629,CA-2018-133431,2018-12-17,21/12/2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24
630,CA-2018-133431,2018-12-17,21/12/2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23
631,US-2017-135720,2017-12-11,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384
632,US-2017-135720,2017-12-11,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8
633,US-2017-135720,2017-12-11,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768
634,CA-2018-144694,2018-09-24,26/09/2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180.0,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88
635,CA-2018-144694,2018-09-24,26/09/2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180.0,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944
637,US-2017-123470,2017-08-15,21/08/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882
638,US-2017-123470,2017-08-15,21/08/2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013.0,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328
639,CA-2017-115917,2017-05-20,25/05/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591.0,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
640,CA-2017-115917,2017-05-20,25/05/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591.0,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424
641,CA-2017-147067,2017-12-18,22/12/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407.0,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84
642,CA-2018-167913,2018-07-30,03/08/2018,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691.0,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4
643,CA-2018-167913,2018-07-30,03/08/2018,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691.0,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25
644,CA-2018-106103,2018-06-10,15/06/2018,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52
645,US-2018-127719,2018-07-21,25/07/2018,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060.0,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48
646,CA-2018-126221,2018-12-30,05/01/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201.0,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3
647,CA-2017-103947,2017-04-01,08/04/2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635.0,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56
648,CA-2017-103947,2017-04-01,08/04/2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635.0,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144
649,CA-2017-160745,2017-12-11,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661.0,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8
650,CA-2017-160745,2017-12-11,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661.0,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376
651,CA-2017-160745,2017-12-11,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661.0,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0
652,CA-2017-132661,2017-10-23,29/10/2017,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4
653,CA-2018-140844,2018-06-19,23/06/2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82
654,CA-2018-140844,2018-06-19,23/06/2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12
655,CA-2017-137239,2017-08-22,28/08/2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552
656,CA-2017-137239,2017-08-22,28/08/2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318
657,CA-2017-137239,2017-08-22,28/08/2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288
658,US-2017-156097,2017-09-19,19/09/2017,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372
659,US-2017-156097,2017-09-19,19/09/2017,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308
664,CA-2017-123666,2017-03-26,30/03/2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
665,CA-2017-143308,2017-11-04,04/11/2017,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214.0,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74
666,CA-2018-132682,2018-06-08,10/06/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76
667,CA-2018-132682,2018-06-08,10/06/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056
668,CA-2018-132682,2018-06-08,10/06/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
670,US-2018-106663,2018-06-09,13/06/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
671,US-2018-106663,2018-06-09,13/06/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925
672,US-2018-106663,2018-06-09,13/06/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352
673,CA-2018-111178,2018-06-15,22/06/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301.0,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56
674,CA-2018-130351,2018-12-05,08/12/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
675,CA-2018-130351,2018-12-05,08/12/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9
676,CA-2018-130351,2018-12-05,08/12/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201.0,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39
677,US-2018-119438,2018-03-18,23/03/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701.0,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688
678,US-2018-119438,2018-03-18,23/03/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701.0,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816
679,US-2018-119438,2018-03-18,23/03/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701.0,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524
680,US-2018-119438,2018-03-18,23/03/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701.0,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994
681,CA-2017-164511,2017-11-19,24/11/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352
682,CA-2017-164511,2017-11-19,24/11/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
683,CA-2017-164511,2017-11-19,24/11/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6
684,US-2018-168116,2018-11-04,04/11/2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217.0,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98
685,US-2018-168116,2018-11-04,04/11/2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217.0,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44
689,CA-2018-161480,2018-12-25,29/12/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984
702,CA-2018-114552,2018-09-02,08/09/2018,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105.0,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072
703,CA-2017-163755,2017-11-04,08/11/2017,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103.0,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88
712,CA-2018-146136,2018-09-03,07/09/2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448
713,US-2018-100048,2018-05-19,24/05/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550.0,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34
714,US-2018-100048,2018-05-19,24/05/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550.0,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98
715,US-2018-100048,2018-05-19,24/05/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550.0,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97
718,CA-2018-108910,2018-09-24,29/09/2018,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056
721,CA-2017-112942,2017-02-13,18/02/2017,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045.0,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82
722,CA-2017-142335,2017-12-15,19/12/2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205.0,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94
723,CA-2017-142335,2017-12-15,19/12/2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205.0,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
725,CA-2017-114713,2017-07-07,12/07/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012.0,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584
726,CA-2018-144113,2018-09-16,20/09/2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745.0,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568
727,CA-2018-144113,2018-09-16,20/09/2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745.0,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
728,US-2017-150861,2017-12-03,06/12/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572.0,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72
729,US-2017-150861,2017-12-03,06/12/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572.0,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032
730,US-2017-150861,2017-12-03,06/12/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572.0,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63
731,US-2017-150861,2017-12-03,06/12/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
732,US-2017-150861,2017-12-03,06/12/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3
733,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94
734,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
735,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696
736,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936
737,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
738,CA-2018-131954,2018-01-21,25/01/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115.0,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72
743,US-2017-146710,2017-08-27,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52
744,US-2017-146710,2017-08-27,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528
745,US-2017-146710,2017-08-27,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.624
746,US-2017-146710,2017-08-27,01/09/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168
749,CA-2017-150889,2017-03-20,22/03/2017,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,60201.0,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992
750,CA-2018-126074,2018-10-02,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183.0,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05
751,CA-2018-126074,2018-10-02,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183.0,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74
752,CA-2018-126074,2018-10-02,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183.0,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98
753,CA-2018-126074,2018-10-02,06/10/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88
754,CA-2017-110499,2017-04-07,09/04/2017,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110.0,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976
756,CA-2017-140928,2017-09-18,22/09/2017,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.438
759,CA-2018-117240,2018-07-23,28/07/2018,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.128
760,CA-2018-133333,2018-09-18,22/09/2018,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302.0,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72
762,CA-2018-126046,2018-11-03,07/11/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318.0,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39
770,CA-2017-157245,2017-05-19,24/05/2017,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
771,CA-2018-104220,2018-01-30,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315.0,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28
772,CA-2018-104220,2018-01-30,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315.0,Central,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207.0
773,CA-2018-104220,2018-01-30,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,32.35
774,CA-2018-104220,2018-01-30,05/02/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315.0,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71
